id,term,part_of_speech,definition,quizzed,correct
653,FRISIAN,Noun,"a native or inhabitant of friesland or frisia, a west germanic language spoken in friesland in the northwestern netherlands. a near relative of english",0,0
654,FRISIAN,Adjective,of or relating to the people or culture or language of friesland or frisia,0,0
655,ANODYNE,Noun,a medicine used to relieve pain,0,0
656,ANODYNE,Adjective,capable of relieving pain,0,0
657,METAPHYSICS,Noun,the philosophical study of being and knowing,0,0
658,IDEOLOGUE,Noun,an advocate of some ideology,0,0
659,FLACCIDITY,Noun,a flabby softness,0,0
660,INTERLOCUTOR,Noun,"the performer in the middle of a minstrel line who engages the others in talk, a person who takes part in a conversation",0,0
661,SEDULOUS,Adjective,marked by care and persistent effort,0,0
662,OCCULTISM,Noun,"the study of the supernatural, a belief in supernatural powers and the possibility of bringing them under human control",0,0
663,DISCURSIVE,Adjective,"proceeding to a conclusion by reason or argument rather than intuition, (of e.g. speech and writing)",0,0
664,IRRUPTION,Noun,"a sudden violent entrance. a bursting in, a sudden sharp increase in the relative numbers of a population, a sudden violent spontaneous occurrence (usually of some undesirable condition",0,0
665,LIMPET,Noun,"mollusk with a low conical shell, any of various usually marine gastropods with low conical shells. found clinging to rocks in littoral areas",0,0
666,ALAS,Adverb,by bad luck,0,0
667,SUBLIMATION,Noun,"(chemistry) a change directly from the solid to the gaseous state without becoming liquid	
(psychology) modifying the natural expression of an impulse or instinct (especially a sexual one) to one that is socially acceptable",0,0
668,MINYAN,Noun,the quorum required by jewish law to be present for public worship (at least ten males over thirteen years of age,0,0
669,NEUROTIC,Noun,a person suffering from neurosis,0,0
670,NEUROTIC,Adjective,"characteristic of or affected by neurosis, affected with emotional disorder",0,0
671,EQUANIMITY,Noun,steadiness of mind under stress,0,0
672,UNCLEAR,Adjective,"poorly stated or described, not clear to the mind, not easily deciphered",0,0
673,BOWER,Noun,a framework that supports climbing plants,0,0
674,MUEZZIN,Noun,the muslim official of a mosque who summons the faithful to prayer from a minaret five times a day,0,0
675,TREADLE,Noun,a lever that is operated with the foot,1,1
676,TREADLE,Verb,"tread over, operate (machinery)",0,0
677,CASUISTRY,Noun,"a resolving of specific cases of conscience, duty, or conduct through interpretation of ethical principles or religious doctrine. specious argument : rationalization",0,0
678,SINOLOGIST,Noun,a student of chinese history and language and culture,0,0
679,PUSILLANIMOUS,Adjective,lacking in courage and manly strength and resolution. contemptibly fearful,0,0
680,DEMIURGE,Noun,"a subordinate deity, in some philosophies the creator of the universe",0,0
681,MAGNILOQUENT,Adjective,lofty in style,0,0
682,BROBDINGNAGIAN,Adjective,"huge. relating to or characteristic of the imaginary country of brobdingnag, unusually great in size or amount or degree or especially extent or scope, or immense",0,0
683,GIB,Noun,"a unit of information equal to 1024 mebibytes or 2^30 (1,073,741,824), or a castrated tomcat",0,0
684,INDURATE,Verb,"become fixed or established, make hard or harder, become hard or harder, cause to accept or become hardened to. habituate",0,0
685,INDURATE,Adjective,emotionally hardened,0,0
686,VIRAGO,Noun,"a noisy or scolding or domineering woman, a large strong and aggressive woman",0,0
687,PROGNATHOUS,Adjective,having a projecting lower jaw,0,0
688,AMBUSCADE,Noun,the act of concealing yourself and lying in wait to attack by surprise,0,0
689,AMBUSCADE,Verb,wait in hiding to attack,0,0
690,FUSEE,Noun,"a spirally grooved spindle in a clock that counteracts the diminishing power of the uncoiling mainspring, a colored flare used as a warning signal by trucks and trains, a friction match with a large head that will stay alight in the wind, any igniter that is used to initiate the burning of a propellant",0,0
691,HAFTORAH,Noun,a short selection from the prophets read on every sabbath in a jewish synagogue following a reading from the torah,0,0
692,TALLIS,Noun,"english organist and composer of church and secular music. was granted a monopoly in music printing with william byrd (1505-1585, (judaism",0,0
693,MEZUZA,Noun,religious texts from deuteronomy inscribed on parchment and rolled up in a case that is attached to the doorframe of many jewish households in accordance with jewish law,0,0
694,TATTY,Adjective,"showing signs of wear and tear, tastelessly showy",0,0
695,RUCK,Noun,"a crowd especially of ordinary or undistinguished persons or things, an irregular fold in an otherwise even surface (as in cloth",0,0
696,RUCK,Verb,become wrinkled or drawn together,0,0
697,TREFOIL,Noun,"any of several old world herbs of the genus medicago having small flowers and trifoliate compound leaves, a plant of the genus trifolium, an architectural ornament in the form of three arcs arranged in a circle",0,0
698,NACREOUS,Adjective,"consisting of or resembling mother-of-pearl, having a play of lustrous rainbow colors, or pearlescent, or opaline",0,0
699,VERDURE,Noun,"green foliage, the lush appearance of flourishing vegetation",0,0
700,LANGUOROUS,Adjective,lacking spirit or liveliness,0,0
701,APOTHEGM,Noun,a short pithy instructive saying,1,1
702,HOMOZYGOUS,Adjective,having identical alleles at corresponding chromosomal loci,0,0
703,SOTERIOLOGICAL,Adjective,of or relating to the doctrine of salvation.,0,0
704,MALEDICTION,Noun,the act of calling down a curse that invokes evil (and usually serves as an insult,1,1
705,EVANESCENT,Adjective,tending to vanish like vapor,0,0
706,CREDO,Noun,any system of principles or beliefs,0,0
707,LOGOS,Noun,the divine word of god. the second person in the trinity (incarnate in jesus,0,0
708,BOSE,Noun,indian physicist who with albert einstein proposed statistical laws based on the indistinguishability of particles. led to the description of fundamental particles that later came to be known as bosons,0,0
709,CONFLAGRATION,Noun,a very intense and uncontrolled fire,0,0
710,CLEPSYDRA,Noun,clock that measures time by the escape of water,0,0
711,EVANESCENCE,Noun,the event of fading and gradually vanishing from sight,0,0
712,MANUMISSION,Noun,the formal act of freeing from slavery,0,0
713,PATHOS,Noun,"a quality that arouses emotions (especially pity or sorrow, a feeling of sympathy and sorrow for the misfortunes of others, a style that has the power to evoke feelings",0,0
714,VICISSITUDE,Noun,"a variation in circumstances or fortune at different times in your life or in the development of something, mutability in life or nature (especially successive alternation from one condition to another",0,0
715,BCE,Adverb,of the period before the common era. preferred by some writers who are not christians,0,0
716,APPROBATORY,Adjective,expressing or manifesting praise or approval,0,0
717,ENFILADE,Noun,gunfire directed along the length rather than the breadth of a formation,0,0
718,ENFILADE,Verb,rake or be in a position to rake with gunfire in a lengthwise direction,0,0
719,BIMETALLISM,Noun,a monetary standard under which the basic unit of currency is defined by stated amounts of two metals (usually gold and silver,0,0
720,PURLIEU,Noun,an outer adjacent area of any place,0,0
721,YARDARM,Noun,either end of the yard of a square-rigged ship,0,0
722,ADZE,Noun,an edge tool used to cut and shape wood,0,0
723,GIMLET,Noun,"a cocktail made of gin or vodka and lime juice, hand tool for boring holes",0,0
724,GIRT,Verb,"prepare oneself for a military confrontation, put a girdle on or around, bind with something round or circular",0,0
725,UXORIOUS,Adjective,foolishly fond of or submissive to your wife,0,0
726,ODYSSEY,Noun,"a long wandering and eventful journey, a greek epic poem (attributed to homer",0,0
727,PERSEUS,Noun,"(greek mythology, with the help of athena and hermes, a conspicuous constellation in the northern hemisphere. between auriga and cassiopeia and crossed by the milky way",0,0
728,BALDRIC,Noun,a wide (ornamented) belt worn over the right shoulder to support a sword or bugle by the left hip,0,0
729,HECATOMB,Noun,a great sacrifice. an ancient greek or roman sacrifice of 100 oxen,0,0
730,COURTYARD,Noun,an area wholly or partly surrounded by walls or buildings,0,0
731,BARELY,Adverb,"only a very short time before, almost not, by a little",0,0
732,CANNONADE,Noun,intense and continuous artillery fire,0,0
733,CANNONADE,Verb,attack with cannons or artillery,0,0
734,UNIATE,Noun,a member of the uniat church,0,0
735,UNIATE,Adjective,of or relating to former eastern christian or orthodox churches that have been received under the jurisdiction of the church of rome but retain their own rituals and practices and canon law,0,0
736,ENDOGAMY,Noun,marriage within ones own tribe or group as required by custom or law,0,0
737,MUZZY,Adjective,"indistinct or hazy in outline, confused and vague. used especially of thinking",0,0
738,PERFERVID,Adjective,characterized by intense emotion,0,0
739,GAINSAY,Verb,take exception to,0,0
740,JEREMIAD,Noun,a long and mournful complaint,0,0
741,DEMAGOGUERY,Noun,impassioned appeals to the prejudices and emotions of the populace,0,0
742,PROFLIGACY,Noun,"the trait of spending extravagantly, dissolute indulgence in sensual pleasure",0,0
743,STINT,Verb,"subsist on a meager allowance, supply sparingly and with restricted quantities",0,0
744,BRUIT,Verb,tell or spread rumors,0,0
745,REACTANCE,Noun,opposition to the flow of electric current resulting from inductance and capacitance (rather than resistance,0,0
746,GLOAMING,Noun,the time of day immediately following sunset,0,0
747,ATTAINABLE,Adjective,capable of being attained or accomplished,0,0
748,CLAMJAMFRY,Noun,ordinary people or the collective mob,0,0
749,ACCIDIE,Noun,"sloth, laziness or indifference in religious matters",0,0
750,AFREET,Noun,arabian mythology.  a powerful evil demon or monster.,0,0
751,AGUARDIENTE,Noun,a type of brandy made in spain and portugal.,1,1
752,AITCH,Noun,"the letter h, h.",0,0
753,AKRASIA,Noun,(philosophy) weakness of will. acting in a way contrary to one's sincerely held moral values,0,0
754,ALBERTOPOLIS,Noun,"the nickname given to the area centered on exhibition road in london, named after prince albert, spouse of queen victoria. it contains a large number of educational and cultural sites.",0,0
755,AMATOL,Noun,an explosive mixture of ammonium nitrate and tnt.,0,0
756,ANGUILLIFORM,Adjective,having the shape or form of an eel.,1,1
757,ANNUS MIRABILIS,Adjective,year of wonders. wonderful year.,0,0
758,APERACU,Noun,a hasty glance. a glimpse. an immediate estimate or judgment. understanding. insight. an outline or summary.,0,0
759,APPLE-KNOCKER,Noun,"northern u.s. a rustic. a farm laborer, especially a fruit picker.",0,0
760,ARIEL,Noun,"a mountain gazelle of arabia, gazella gazella arabica : almost extinct.",0,0
761,ASPERGILLUM,Adjective,a brush or instrument for sprinkling holy water. aspersorium,0,0
762,ASTROBLEME,Noun,"an erosional scar on the earth's surface, produced by the impact of a cosmic body, as a meteorite or asteroid.  (crater)",0,0
763,AVERROES,Noun,medieval andalusian arab polymath.,0,0
764,ATTIC-SALT,Noun,"dry, delicate wit",0,0
765,AUBADE,Noun,"a piece sung or played outdoors at dawn, usually as a compliment to someone.",0,0
766,AUTO-DA-FE,Noun,"the public declaration of the judgment passed on persons tried in the courts of the the spanish inquisition, followed by the execution by the civil authorities of the sentences imposed, especially the burning of condemned heretics at the stake.",0,0
767,BADMASH,Noun,a hooligan,0,0
768,BANDOLINE,Noun,"a mucilaginous preparation made from quince seeds and used for smoothing, glossing, or waving the hair.",0,0
769,BARMECIDE,Noun,"a member of a noble persian family of baghdad who, according to a tale in the arabian nights' entertainments, gave a beggar a pretended feast with empty dishes.",0,0
770,BARRANCA,Noun,a steep-walled ravine or gorge. a gully with steep sides. arroyo.,0,0
771,BASHMENT,Noun,another name for dancehall,0,0
772,BERGSCHRUND,Noun,"a crevasse, or series of crevasses, at the upper end of a mountain glacier.",0,0
773,EROTOMANIA,Noun,abnormally strong or persistent sexual desire.,0,0
774,BINDLESTIFF,Noun,a hobo,0,0
775,BESSARABIAN,Noun,"a region in moldavia (moldova), on the w shore of the black sea: formerly in romania.",0,0
776,BILBO,Noun,a finely tempered sword.,0,0
777,BOUGIE,Noun,"medicine/medical - a slender, flexible instrument introduced into passages of the body, especially the urethra, for dilating, examining, medicating, etc. a suppository. a wax candle.",0,0
778,CABALLERO,Noun,a spanish gentleman.southwestern u.s.:a horseman. a woman's escort or admirer. cavalier.,0,0
779,CHARMEUSE,Noun,"a soft, lightweight, drapable fabric of silk or synthetic fibers, having a semilustrous satin face and a dull back.",0,0
780,CELADON,Noun,"any of several chinese porcelains having a translucent, pale green glaze. any porcelain imitating these. a pale gray-green.",0,0
781,INCUNABULA,Noun,extant copies of books produced in the earliest stages (before 1501) of printing from movable type. the earliest stages or first traces of anything,0,0
782,CLIOMETRICIAN,Noun,"one who studies historical data by the use of statistical, often computerized, techniques.",0,0
783,CORDILLERA,Noun,"a chain of mountains, usually the principal mountain system or mountain axis of a large landmass.",0,0
784,CORPUS CALLOSUM,Noun,a great band of deeply situated transverse white fibers uniting the two halves of the cerebrum in humans and other mammals.,0,0
785,CRAMBO,Noun,a game in which one person or side must find a rhyme to a word or a line of verse given by another. inferior rhyme.,0,0
786,DONNYBROOK,Noun,an inordinately wild fight or contentious dispute. brawl. free-for-all.,0,0
787,APPROBATION,Noun,"official approval', 'official recognition or approval",0,0
788,ASSIDUOUS,Adjective,marked by care and persistent effort,0,0
789,CUPIDITY,Noun,extreme greed for material wealth,0,0
790,DEARTH,Noun,"an acute insufficiency', 'an insufficient quantity or number",0,0
791,DIAPHANOUS,Adjective,so thin as to transmit light,0,0
792,DIDACTIC,Adjective,instructive (especially excessively),0,0
793,DIRGE,Noun,a song or hymn of mourning composed or performed as a memorial to a dead person,0,0
794,EMEND,Verb,make improvements or corrections to,0,0
795,EMOLLIENT,Noun,toiletry consisting of any of various substances in the form of a thick liquid that have a soothing and moisturizing effect when applied to the skin,0,0
796,EMOLLIENT,Adjective,having a softening or soothing effect especially to the skin,0,0
797,GRANDILOQUENT,Adjective,"lofty in style', 'puffed up with vanity",0,0
798,OBSTREPEROUS,Adjective,"noisily and stubbornly defiant', 'boisterously and noisily aggressive",0,0
799,PENCHANT,Noun,a strong liking,0,0
800,PLAUDIT,Noun,enthusiastic approval,0,0
801,PROTEAN,Adjective,taking on different forms,0,0
802,PUNCTILIOUS,Adjective,marked by precise accordance with details,0,0
803,SANGUINE,Noun,a blood-red color,0,0
804,SANGUINE,Adjective,"confidently optimistic and cheerful', 'inclined to a healthy reddish color often associated with outdoor life",0,0
805,TORPID,Adjective,"slow and apathetic', 'in a condition of biological rest or suspended animation",0,0
806,UPBRAID,Verb,express criticism towards,0,0
807,VITUPERATE,Verb,spread negative information about,1,0
808,BEZOAR,Noun,"a calculus or concretion found in the stomach or intestines of certain animals, especially ruminants, formerly reputed to be an effective remedy for poison. obsolete. a counterpoison or antidote.",0,0
809,CAMELEER,Noun,a camel driver.,0,0
810,CORUSCATE,Verb,to emit vivid flashes of light. sparkle. scintillate. gleam.,0,0
811,CHARLADY,Noun,"a woman hired to do general cleaning, especially in an office or large house.",0,0
812,CIRCUMAMBIENT,Adjective,surrounding. encompassing:,0,0
813,COMINTERN,Noun,"an international organization (1919–43), founded in moscow, uniting communist groups of various countries and advocating the attainment of their ends by violent revolution",0,0
814,DAUBE,Noun,"a stew of braised meat, vegetables, herbs, and seasonings.
the pot or casserole in which such a stew is cooked.",0,0
815,YCLEPT,Verb,"called, named",0,0
816,CONSILIENCE,Noun,"concurrence, coincidence",0,0
817,TERATOLOGICAL,Adjective,"monstrous, abnormal",0,0
818,EXEQUY,Noun,"funeral rites or ceremonies. obsequies.
a funeral procession.",0,0
819,CUECA,Noun,a lively south american dance,0,0
820,LACHRYMOSE,Adjective,"suggestive of or tending to cause tears. mournful.
given to shedding tears readily. tearful.",0,0
821,VIPASSANA,Noun,insight meditation,0,0
822,CORTEGE,Noun,"a solemn procession, especially for a funeral",0,0
823,COUNTERMARK,Noun,"an additional mark placed on something already marked, especially for increased security.",0,0
824,CRANNOG,Noun,an ancient fortified dwelling constructed in a lake or marsh in scotland or ireland.,0,0
825,DAMASCENED,Adjective,(of iron or steel) given a wavy pattern by hammer-welding and repeated heating and forging,0,0
826,DAVEN,Verb,(in judaism) recite the prescribed liturgical prayers,0,0
827,DERACINATE,Verb,"uproot (someone) from their natural geographical, social, or cultural environment",0,0
828,ELEATIC,Adjective,"relating to elea, an ancient greek city in south-western italy, or the school of philosophers that flourished there in about the 5th century bc, including xenophanes, parmenides, and zeno.",0,0
829,ENRAPT,Adjective,fascinated. enthralled,0,0
830,ENTHYMEME,Noun,an argument in which one premise is not explicitly stated.,0,0
831,ESEMPLASTIC,Adjective,moulding into one. unifying,0,0
832,EXOPHTHALMIC,Adjective,having or characterized by protruding eyes.,0,0
833,FACTIVE,Adjective,"denoting a verb that assigns the status of an established fact to its object (normally a clausal object), e.g. know, regret, resent.",0,0
834,FANFARONADE,Noun,arrogant or boastful talk,0,0
835,FLIVVER,Noun,"a cheap car or aircraft, especially one in bad condition.",0,0
836,FLORIATED,Adjective,decorated with floral designs.,0,0
837,FRANCOLIN,Noun,"a large game bird resembling a partridge, with bare skin on the head or neck, found in africa and southern asia.",0,0
838,FROWST,Noun,"a warm, stuffy atmosphere in a room.",0,0
839,FROWST,Verb,"lounge about in a warm, stuffy atmosphere",0,0
840,FUMAROLE,Noun,"an opening in or near a volcano, through which hot sulphurous gases emerge.",0,0
841,GARDEROBE,Noun,a toilet in a medieval building.,0,0
842,GHAZI,Noun,(often as an honorific title) a muslim fighter against non-muslims,0,0
843,GUAYABERA,Noun,"a lightweight open-necked cuban or mexican shirt with two breast pockets and two pockets over the hips, typically having short sleeves and worn untucked.",0,0
844,HABOOB,Noun,"a violent and oppressive wind blowing in summer in sudan and elsewhere, bringing sand from the desert.",0,0
845,HARUSPEX,Noun,(in ancient rome) a religious official who interpreted omens by inspecting the entrails of sacrificial animals.,0,0
846,HATSHEPSUT,Noun,"(d.1482 bc), egyptian queen of the 18th dynasty, reigned c.1503–1482 bc. on the death of her husband tuthmosis ii she became regent for her nephew tuthmosis iii. she then named herself pharaoh and was often portrayed as male.",0,0
847,HERESIARCH,Noun,the founder of a heresy or the leader of a heretical sect.,0,0
848,IMMISERATE,Verb,cause to become poor or impoverished,0,0
849,INTER ALIA,Adverb,among other things,0,0
850,JIT,Noun,a style of dance music popular in zimbabwe.,0,0
851,JIT,Adjective,(of manufacturing systems) just-in-time,0,0
852,JUVENILIA,Noun,works produced by an author or artist while still young,0,0
853,KADDISH,Noun,"an ancient jewish prayer sequence regularly recited in the synagogue service, including thanksgiving and praise and concluding with a prayer for universal peace.",0,0
854,KAPELLMEISTER,Noun,(in german-speaking countries) the leader or conductor of an orchestra or choir.,0,0
855,KOL NIDRE,Noun,"an aramaic prayer annulling vows made before god, sung by jews at the opening of the day of atonement service on the eve of yom kippur.",0,0
856,KUNDALINI,Noun,(in yoga) latent female energy believed to lie coiled at the base of the spine.,0,0
857,LOGOGRIPH,Noun,"a puzzle involving anagrams, especially one in which a number of words that can be spelled using a group of letters are to be identified from their synonyms introduced into a set of verses.",0,0
858,METOPE,Noun,a square space between triglyphs in a doric frieze.,0,0
859,MIKVA,Noun,a bath in which certain jewish ritual purifications are performed.,0,0
860,MONTAGNARD,Noun,"a member of any various hill-dwelling people of southeast asia, especially those inhabiting the highlands of vietnam.",0,0
861,MONTAGNARD,Adjective,"relating to any various hill-dwelling people of southeast asia, especially those inhabiting the highlands of vietnam or their language.",0,0
862,NKVD,Noun,the secret police agency in the former soviet union which absorbed the functions of the former ogpu in 1934. it merged with the mvd in 1946.,0,0
863,NOMOLOGICAL,Adjective,"relating to or denoting principles that resemble laws, especially those laws of nature which are neither logically necessary nor theoretically explicable, but just are so.",0,0
864,NOSTOS,Noun,"a homecoming or homeward journey as a literary subject or topos. specifically the return of odysseus and the other greek heroes of the trojan war, as narrated especially in the odyssey. also (in extended use): the conclusion of a literary work.",0,0
865,OFAY,Noun,"an offensive term for a white person, used by black people.",0,0
866,PALP,Noun,"each of a pair of elongated segmented appendages near the mouth of an arthropod, usually concerned with the senses of touch and taste.",0,0
867,PARACETAMOL,Noun,"a synthetic compound used as a drug to relieve and reduce fever, usually taken in tablet form.",0,0
868,PARALIPOMENA,Noun,things omitted from a work and added as a supplement.,0,0
869,PASH,Noun,a brief infatuation,0,0
870,PASH,Verb,kiss and caress amorously.,0,0
871,PENETRALIA,Noun,the innermost parts of a building. a secret or hidden place.,0,0
872,PERCIPIENCE,Noun,the quality of having sensitive insight or understanding. perceptiveness,0,0
873,PERDURE,Verb,remain in existence. endure,0,0
874,PLANGENT,Adjective,"(of a sound) loud and resonant, with a mournful tone",0,0
875,PLANISPHERE,Noun,"a map formed by the projection of a sphere or part of a sphere on a plane, especially an adjustable circular star map that shows the appearance of the heavens at a specific time and place.",0,0
876,PLAYA,Noun,"an area of flat, dried-up land, especially a desert basin from which water evaporates quickly.",0,0
877,PONTIC,Adjective,relating to ancient pontus.,0,0
878,PRO FORMA,Adjective,done or produced as a matter of form,0,0
879,PRO FORMA,Adverb,as a matter of form or politeness,0,0
880,PSYCHOTOMIMETIC,Adjective,relating to or denoting drugs which are capable of producing an effect on the mind similar to a psychotic state,0,0
881,PSYCHOTOMIMETIC,Noun,a drug inducing the symptoms of psychosis.,0,0
882,PUTATIVE,Adjective,generally considered or reputed to be,0,0
883,QUA,Conjunction,in the capacity of. as being,0,0
884,RAZZIA,Noun,"a hostile raid for purposes of conquest, plunder, and capture of slaves, especially one carried out by moors in north africa.",0,0
885,RESPONSORIAL,Adjective,(of a psalm or liturgical chant) recited in parts with a congregational response between each part.,0,0
886,REVANCHISM,Noun,"a policy of seeking to retaliate, especially to recover lost territory",0,0
887,RHAPSODE,Noun,"a person who recites epic poems, especially one of a group in ancient greece whose profession it was to recite the homeric poems.",0,0
888,RIVERINE,Adjective,relating to or situated on a river or riverbank. riparian,0,0
889,RONDAVEL,Noun,a traditional circular african dwelling with a conical thatched roof.,0,0
890,ROSHI,Noun,the spiritual leader of a community of zen buddhist monks.,0,0
891,ROSTRAL,Adjective,"situated or occurring near the front end of the body, especially in the region of the nose and mouth or (in an embryo) near the hypophyseal region",0,0
892,SAHEL,Noun,"a vast semi-arid region of north africa, to the south of the sahara, that forms a transitional zone at the south of the desert and comprises the northern part of the region known as sudan.",0,0
893,SALOPETTES,Noun,"trousers with a high waist and shoulder straps, typically made of a padded fabric and worn for skiing.",0,0
894,SCHEHERAZADE,Noun,"the narrator of the arabian nights, a collection of stories written in arabic.",0,0
895,SENTENTIOUS,Adjective,given to moralizing in a pompous or affected manner,0,0
896,SEPOY,Noun,an indian soldier serving under british or other european orders,0,0
897,SIGIL,Noun,an inscribed or painted symbol considered to have magical power.,0,0
898,SIZAR,Noun,"an undergraduate at cambridge university or at trinity college, dublin, receiving financial help from the college and formerly having certain menial duties.",0,0
899,SJAMBOK,Noun,"(in south africa) a long, stiff whip, originally made of rhinoceros hide.",0,0
900,SLAVISH,Adjective,servile or submissive,0,0
901,SLIMLINE,Adjective,slender in design or build,0,0
902,SOSTENUTO,Adjective,(of a passage of music) to be played in a sustained or prolonged manner.,0,0
903,SOSTENUTO,Noun,a passage to be played in a sustained or prolonged manner.,0,0
904,SPOONY,Adjective,sentimentally or foolishly amorous,0,0
905,SPOONY,Noun,a silly or foolish person,0,0
906,TAIGA,Noun,"the swampy coniferous forest of high northern latitudes, especially that between the tundra and steppes of siberia",0,0
907,TAPETUM,Noun,"a reflective layer of the choroid in the eyes of many animals, causing them to shine in the dark.",0,0
908,THERMALIZE,Verb,attain or cause to attain thermal equilibrium with the environment,0,0
909,TRAVERTINE,Noun,"white or light-coloured calcareous rock deposited from mineral springs, used in building",0,0
910,TRIGLYPH,Noun,a tablet in a doric frieze with three vertical grooves alternating with metopes.,0,0
911,TUMP,Noun,a small rounded hill or mound. a tumulus.,0,0
912,TUPAMARO,Noun,a member of a marxist urban guerrilla organization in uruguay that was active mainly in the late 1960s and early 1970s.,0,0
913,ULM,Noun,"an industrial city on the river danube in baden-württemberg, southern germany. population 120,900 (est. 2006). its gothic cathedral has the highest church tower in the world.",0,0
914,WINDROW,Noun,"a long line of raked hay, corn sheaves, or peats laid out to dry in the wind.",0,0
915,YCLEPT,Adjective,by the name of,0,0
916,ZAIBATSU,Noun,a large japanese business conglomerate.,0,0
917,ZOUAVE,Noun,"a member of a light-infantry corps in the french army, originally of algerians and long retaining their oriental uniform.",0,0
918,ZIPLESS,Adjective,"(of a sexual encounter) brief, uncomplicated, and passionate.",0,0
919,STRABISMIC,Adjective,cross-eyed,0,0
920,CRENELLATION,Noun,battlements,0,0
921,ACCEDE,Verb,"agree to a demand, request, or treaty",0,0
922,INVOLUTE,Noun,the locus of a point considered as the end of a taut string being unwound from a given curve in the plane of that curve.,0,0
923,SPONTANEOUS,Adjective,performed or occurring as a result of a sudden impulse or inclination and without premeditation or external stimulus,0,0
924,MUTE,Adjective,refraining from speech or temporarily speechless,0,0
925,MUTE,Noun,a person lacking the faculty of speech,0,0
926,MUTE,Verb,"deaden, muffle, or soften the sound of",0,0
927,SPOUT,Noun,"a tube or lip projecting from a container, through which liquid can be poured",0,0
928,GOUGE,Noun,"a chisel with a concave blade, used in carpentry, sculpture, and surgery.",0,0
929,PLENARY,Noun,a meeting or session attended by all participants at a conference or assembly,0,0
930,ALEXANDRINE,Adjective,(of a line of verse) having six iambic feet.,0,0
931,ROMANTIC,Adjective,conducive to or characterized by the expression of love,0,0
932,TREMBLE,Verb,"shake involuntarily, typically as a result of anxiety, excitement, or frailty",0,0
933,TREMBLE,Noun,"a trembling feeling, movement, or sound",0,0
934,SITUATION,Noun,a set of circumstances in which one finds oneself. a state of affairs,0,0
935,DUDGEON,Noun,a feeling of offence or deep resentment,0,0
936,BATHOS,Noun,(especially in a literary work) an effect of anticlimax created by an unintentional lapse in mood from the sublime to the trivial or ridiculous,0,0
937,HART,Noun,"an adult male deer, especially a red deer over five years old.",0,0
938,CRENELLATIONS,Noun,the battlements of a castle or other building.,0,0
939,WYVERN,Noun,a winged two-legged dragon with a barbed tail.,0,0
940,YOUR,Determiner,belonging to or associated with the person or people that the speaker is addressing,0,0
941,DEFILE,Verb,damage the purity or appearance of. mar or spoil,0,0
942,DEFILE,Noun,a steep-sided narrow gorge or passage (originally one requiring troops to march in single file),0,0
943,ARDENT,Adjective,very enthusiastic or passionate,0,0
944,TIME,Noun,"the indefinite continued progress of existence and events in the past, present, and future regarded as a whole",0,0
945,FIGHT,Verb,take part in a violent struggle involving the exchange of physical blows or the use of weapons,0,0
946,FIGHT,Noun,a violent confrontation or struggle,0,0
947,MIND,Noun,"the element of a person that enables them to be aware of the world and their experiences, to think, and to feel. the faculty of consciousness and thought",0,0
948,MIND,Verb,"be distressed, annoyed, or worried by",0,0
949,NONCE,Adjective,(of a word or expression) coined for one occasion,0,0
950,IMMISERATION,Noun,economic impoverishment,0,0
951,PLENIPOTENTIARY,Adjective,having full power to take independent action,0,0
952,PLIMSOLL,Noun,"a light rubber-soled canvas shoe, worn especially for sports.",0,0
953,MONAD,Noun,a single unit. the number one.,0,0
954,NECROPOLIS,Noun,"a cemetery, especially a large one belonging to an ancient city.",0,0
955,TORPID,Noun,(at oxford university) a series of races for eight-oared rowing boats held in hilary term,0,0
956,PARALLAX,Noun,"the effect whereby the position or direction of an object appears to differ when viewed from different positions, e.g. through the viewfinder and the lens of a camera",0,0
957,QUESTION,Noun,a sentence worded or expressed so as to elicit information,0,0
958,GARRULOUS,Adjective,"excessively talkative, especially on trivial matters",0,0
959,HA-HA,Noun,"a ditch with a wall on its inner side below ground level, forming a boundary to a park or garden without interrupting the view.",0,0
960,LEONINE,Noun,"of, relating to, suggestive of, or resembling a lion",0,0
961,DISPORT,Noun,diversion from work or serious matters. recreation or amusement,0,0
962,AUTO-DA-FÉ,Noun,the burning of a heretic by the spanish inquisition.,0,0
963,BROBDINGNAGIAN,Noun,a giant.,0,0
964,CLIMACTERIC,Adjective,having extreme and far-reaching implications or results. critical,0,0
965,SAPIENT,Noun,a human of the species homo sapiens.,0,0
966,GAMINE,Adjective,(of a girl) attractively boyish,0,0
967,PONCE,Verb,seek to obtain (something) without paying for it or doing anything in return,0,0
968,CRUCIFORM,Noun,a thing shaped like a cross.,0,0
969,KNOUT,Verb,flog (someone) with a type of whip.,0,0
970,ARCHITECTONIC,Noun,the scientific study of architecture.,0,0
971,HEBRIDEAN,Noun,"a native or inhabitant of the hebrides, a group of islands off the north-western coast of scotland",0,0
972,HOBBLEDEHOY,Adjective,awkward or clumsy,0,0
973,ELEGIAC,Noun,verses in an a couplet in a specific type of metre.,0,0
974,ANTIPODEAN,Noun,a person from australia or new zealand (used by inhabitants of the northern hemisphere),0,0
975,CYMRIC,Adjective,welsh in language or culture.,0,0
976,HOVE,Noun,"a resort on the southern coast of england, a city (with brighton) from 2000. population 69,500 (est. 2009).",0,0
977,CRAZE,Noun,an enthusiasm for a particular activity or object which appears suddenly and achieves widespread but short-lived popularity,0,0
